# Time [s], Iter[-]
0.0001266704086365716,101000
# x [m], y [m], z [m], rho [kg/m3], u [m/s], v [m/s], w [m/s], E [J/kg], s [J/(kg·K)], P [Pa], T [K], sos [m/s]
-0.00016561791712892707,-0.00390625,-0.005,54.844752673049214,107.18921608719013,-0.001688069910816356,0.0,446761.2402415159,7775.228171601157,9674976.07185162,594.3618277862504,496.95998499048466
-0.00016561791712892707,-0.00390625,0.005,54.850994241078084,107.18921608719012,-0.00506190582622782,0.0,446781.2836377905,7775.228123452977,9676516.713370759,594.3888404343473,496.9712778192317
-0.00016561791712892707,-0.00390625,0.015,54.844752673049214,107.18921608719013,-0.001688069910816356,0.0,446761.2402415159,7775.228171601157,9674976.07185162,594.3618277862504,496.95998499048466
-0.00016561791712892707,0.00390625,-0.005,54.850994241078084,107.18921608719012,-1.727733073233572e-06,0.0,446781.2836377905,7775.2281234745315,9676516.713651847,594.3888404516134,496.97127782644986
-0.00016561791712892707,0.00390625,0.005,54.8697189451647,107.18921608719012,-0.00506190582622782,0.0,446841.3864710496,7775.227946902729,9681138.638677565,594.4698415573381,497.0051393737344
-0.00016561791712892707,0.00390625,0.015,54.850994241078084,107.18921608719012,-1.727733073233572e-06,0.0,446781.2836377905,7775.2281234745315,9676516.713651847,594.3888404516134,496.97127782644986
-0.00016561791712892707,0.011718750000000002,-0.005,54.85098372790951,107.189396658145,-5.187377180910165e-06,0.0,446781.26945652463,7775.228124139482,9676514.11665515,594.3887952541185,496.9712589315315
-0.00016561791712892707,0.011718750000000002,0.005,54.8697146476714,107.189396658145,-0.015192881080073028,0.0,446841.3921036826,7775.227946892159,9681137.57700036,594.4698229249354,497.0051315849457
-0.00016561791712892707,0.011718750000000002,0.015,54.85098372790951,107.189396658145,-5.187377180910165e-06,0.0,446781.26945652463,7775.228124139482,9676514.11665515,594.3887952541185,496.9712589315315
-0.00016561791712892707,0.01953125,-0.005,54.85096257876114,107.18976183201133,-8.654671822493486e-06,0.0,446781.24136898975,7775.228125468964,9676508.910598706,594.3887046471535,496.9712210530759
-0.00016561791712892707,0.01953125,0.005,54.86970595670536,107.1897618320113,-0.025331094101401202,0.0,446841.40349303844,7775.2279468716315,9681135.42993477,594.4697852444805,497.00511583361646
-0.00016561791712892707,0.01953125,0.015,54.85096257876114,107.18976183201133,-8.654671822493486e-06,0.0,446781.24136898975,7775.228125468964,9676508.910598706,594.3887046471535,496.9712210530759
-0.00016561791712892707,0.02734375,-0.005,54.850930822853144,107.19031137442666,-1.2134688915646355e-05,0.0,446781.1993259227,7775.22812746533,9676501.093539504,594.3885685979101,496.9711641773631
-0.00016561791712892707,0.02734375,0.005,54.86969287780064,107.19031137442666,-0.035481268012377366,0.0,446841.42063219927,7775.227946840723,9681132.198848115,594.4697285397111,497.005092129669
-0.00016561791712892707,0.02734375,0.015,54.850930822853144,107.19031137442666,-1.2134688915646355e-05,0.0,446781.1993259227,7775.22812746533,9676501.093539504,594.3885685979101,496.9711641773631
-0.00016561791712892707,0.03515625,-0.005,54.85088845167691,107.19104494959666,-1.5632544533025596e-05,0.0,446781.14326710155,7775.22813013271,9676490.66346358,594.3883870733262,496.9710882905649
-0.00016561791712892707,0.03515625,0.005,54.86967541888357,107.19104494959664,-0.045648179402872094,0.0,446841.4435115531,7775.227946799463,9681127.88569888,594.4696528449887,497.0050604874659
-0.00016561791712892707,0.03515625,0.015,54.85088845167691,107.19104494959666,-1.5632544533025596e-05,0.0,446781.14326710155,7775.22813013271,9676490.66346358,594.3883870733262,496.9710882905649
-0.00016561791712892707,0.04296875,-0.005,54.8508354543598,107.1919621130183,-1.9153397677625562e-05,0.0,446781.07311359374,7775.228133476621,9676477.617763583,594.3881600306928,496.9709933748181
-0.00016561791712892707,0.04296875,0.005,54.86965359044607,107.19196211301829,-0.05583662430110605,0.0,446841.4721183796,7775.227946747868,9681122.493079443,594.4695582057894,497.005020926016
-0.00016561791712892707,0.04296875,0.015,54.8508354543598,107.1919621130183,-1.9153397677625562e-05,0.0,446781.07311359374,7775.228133476621,9676477.617763583,594.3881600306928,496.9709933748181
-0.00016561791712892707,0.05078125,-0.005,54.8507718172829,107.1930623105285,-2.270246053012514e-05,0.0,446780.9887667474,7775.228137503978,9676461.95316891,594.387887416432,496.97087940771326
-0.00016561791712892707,0.05078125,0.005,54.86962740556855,107.19306231052852,-0.06605141704236167,0.0,446841.5064368289,7775.227946685978,9681116.024221774,594.4694446788133,497.0049734690192
-0.00016561791712892707,0.05078125,0.015,54.8507718172829,107.1930623105285,-2.270246053012514e-05,0.0,446780.9887667474,7775.228137503978,9676461.95316891,594.387887416432,496.97087940771326
-0.00016561791712892707,0.05859375,-0.005,54.850697524062724,107.19434487765848,-2.628501060028574e-05,0.0,446780.8901081314,7775.2281422231235,9676443.66574553,594.3875691661128,496.9707463623017
-0.00016561791712892707,0.05859375,0.005,54.869596879935564,107.19434487765848,-0.07629739454029681,0.0,446841.54644789814,7775.227946613826,9681108.483001268,594.469312332044,497.0049181448921
-0.00016561791712892707,0.05859375,0.015,54.850697524062724,107.19434487765848,-2.628501060028574e-05,0.0,446780.8901081314,7775.2281422231235,9676443.66574553,594.3875691661128,496.9707463623017
-0.00016561791712892707,0.06640625,-0.005,54.85061255553991,107.1958090388802,-2.9906403015529675e-05,0.0,446780.7769994207,7775.228147643835,9676422.750893166,594.3872052044071,496.97059420707706
-0.00016561791712892707,0.06640625,0.005,54.869562031854166,107.1958090388802,-0.0865794204216314,0.0,446841.5921294165,7775.227946531456,9681099.873941302,594.469161244836,497.00485498680416
-0.00016561791712892707,0.06640625,0.015,54.85061255553991,107.1958090388802,-2.9906403015529675e-05,0.0,446780.7769994207,7775.228147643835,9676422.750893166,594.3872052044071,496.97059420707706
-0.00016561791712892707,0.07421875,-0.005,54.850516889764506,107.19745390673985,-3.357208303526764e-05,0.0,446780.64928226825,7775.228153777358,9676399.203342013,594.3867954450454,496.9704229059566
-0.00016561791712892707,0.07421875,0.005,54.86952288227493,107.19745390673985,-0.09690238918825576,0.0,446841.6434560177,7775.22794643892,9681090.202218426,594.4689915080016,497.00478403271416
-0.00016561791712892707,0.07421875,0.015,54.850516889764506,107.19745390673985,-3.357208303526764e-05,0.0,446780.64928226825,7775.228153777358,9676399.203342013,594.3867954450454,496.9704229059566
-0.00016561791712892707,0.08203125,-0.005,54.850410501978615,107.19927848084566,-3.728759882879613e-05,0.0,446780.5067781624,7775.228160636438,9676373.017148975,594.3863397907744,496.9702324182632
-0.00016561791712892707,0.08203125,0.005,54.869479454816734,107.19927848084569,-0.10727123040891098,0.0,446841.70039911295,7775.227946336274,9681079.47366845,594.4688032239184,497.004705325415
-0.00016561791712892707,0.08203125,0.015,54.850410501978615,107.19927848084566,-3.728759882879613e-05,0.0,446780.5067781624,7775.228160636438,9676373.017148975,594.3863397907744,496.9702324182632
-0.00016561791712892707,0.08984375,-0.005,54.850293364598045,107.20128164674307,-4.1058614549054825e-05,0.0,446780.34928825893,7775.228168235346,9676344.185693473,594.3858381332961,496.97002269870086
-0.00016561791712892707,0.08984375,0.005,54.869431775793885,107.2012816467431,-0.117690912944567,0.0,446841.7629268611,7775.22794622358,9681067.694793195,594.4685965066487,497.00461891258385
-0.00016561791712892707,0.08984375,0.015,54.850293364598045,107.20128164674307,-4.1058614549054825e-05,0.0,446780.34928825893,7775.228168235346,9676344.185693473,594.3858381332961,496.97002269870086
-0.00016561791712892707,0.09765625,-0.005,54.85016544719099,107.20346217465418,-4.489092374558247e-05,0.0,446780.1765931979,7775.228176589928,9676312.701672677,594.3852903532082,496.9697936973283
-0.00016561791712892707,0.09765625,0.005,54.86937987424695,107.20346217465416,-0.12816644921176992,0.0,446841.8310041341,7775.227946100909,9681054.872768056,594.4683714820733,497.0045248468379
-0.00016561791712892707,0.09765625,0.015,54.85016544719099,107.20346217465418,-4.489092374558247e-05,0.0,446780.1765931979,7775.228176589928,9676312.701672677,594.3852903532082,496.9697936973283
-0.00016561791712892707,0.10546875,-0.005,54.85002671645505,107.20581871809121,-4.8790463153182024e-05,0.0,446779.9884528983,7775.228185717622,9676278.557096334,594.3846963199311,496.9695453595298
-0.00016561791712892707,0.10546875,0.005,54.86932378197645,107.2058187180912,-0.13870289948744965,0.0,446841.90459247725,7775.227945968339,9681041.015450357,594.4681282880348,497.0044231857944
-0.00016561791712892707,0.10546875,0.015,54.85002671645505,107.20581871809121,-4.8790463153182024e-05,0.0,446779.9884528983,7775.228185717622,9676278.557096334,594.3846963199311,496.9695453595298
-0.00016561791712892707,0.11328125000000001,-0.005,54.84987713619047,107.20834981234282,-5.276332690096148e-05,0.0,446779.78460634645,7775.22819563755,9676241.743281031,594.384055891647,496.9692776259888
-0.00016561791712892707,0.11328125000000001,0.005,54.86926353357959,107.20834981234279,-0.14930537626011411,0.0,446841.98365007027,7775.22794582595,9681026.13138841,594.4678670745009,497.0043139921389
-0.00016561791712892707,0.11328125000000001,0.015,54.84987713619047,107.20834981234282,-5.276332690096148e-05,0.0,446779.78460634645,7775.22819563755,9676241.743281031,594.384055891647,496.9692776259888
-0.00016561791712892707,0.12109375,-0.005,54.849716667273924,107.2110538728227,-5.6815781175193404e-05,0.0,446779.5647713428,7775.228206370512,9676202.250844002,594.3833689152027,496.9689904326476
