# Time [s], Iter[-]
8.013540632392705e-05,400
# x [m], y [m], z [m], rho [kg/m3], u [m/s], v [m/s], w [m/s], E [J/kg], s [J/(kg·K)], P [Pa], T [K], sos [m/s]
-0.006625550537411362,-0.016666666666666666,-0.005,261.714347289529,49.11071887917039,0.0009596884211169115,0.0,262663.98374558496,6291.077959971646,19775500.57476208,399.9649435788439,312.08751198123844
-0.006625550537411362,-0.016666666666666666,0.005,260.44644902180585,49.1107188791704,-4.288592008419129e-05,0.0,262685.9334638275,6292.050460702198,19681331.867195945,399.99852111803983,312.10061176774434
-0.006625550537411362,-0.016666666666666666,0.015,261.714347289529,49.11071887917039,0.0009596884211169115,0.0,262663.98374558496,6291.077959971646,19775500.57476208,399.9649435788439,312.08751198123844
-0.006625550537411362,0.016666666666666666,-0.005,260.44644902180585,49.1107188791704,0.0029359694223919973,0.0,262685.9334638275,6292.050460691425,19681331.866871614,399.99852111144816,312.10061176517274
-0.006625550537411362,0.016666666666666666,0.005,256.64275421863647,49.1107188791704,0.002935969422391997,0.0,262753.08411415527,6294.99823769243,19398825.744073663,400.10124468727247,312.1406844543111
-0.006625550537411362,0.016666666666666666,0.015,260.44644902180585,49.1107188791704,0.0029359694223919973,0.0,262685.9334638275,6292.050460691425,19681331.866871614,399.99852111144816,312.10061176517274
-0.006625550537411362,0.05,-0.005,260.49250083378877,48.84344607244209,0.006979590558245898,0.0,262672.81986854324,6292.017002897838,19684809.89775493,399.99848535659675,312.1005978162321
-0.006625550537411362,0.05,0.005,256.75074142528115,48.843446072442084,0.006979590558245897,0.0,262742.7276921928,6294.925609410109,19407189.586275697,400.1054267129102,312.14231576257527
-0.006625550537411362,0.05,0.015,260.49250083378877,48.84344607244209,0.006979590558245898,0.0,262672.81986854324,6292.017002897838,19684809.89775493,399.99848535659675,312.1005978162321
-0.006625550537411362,0.08333333333333333,-0.005,260.5394613363244,48.56953218003593,0.0075593200730048205,0.0,262659.4482989901,6291.982874905406,19688356.09883752,399.99843917389273,312.10057979910147
-0.006625550537411362,0.08333333333333333,0.005,256.8624369125145,48.56953218003593,0.0075593200730048205,0.0,262732.75037779455,6294.851865171568,19415880.39021292,400.11057288538166,312.1443231497789
-0.006625550537411362,0.08333333333333333,0.015,260.5394613363244,48.56953218003593,0.0075593200730048205,0.0,262659.4482989901,6291.982874905406,19688356.09883752,399.99843917389273,312.10057979910147
