# Time [s], Iter[-]
0.001500615419761759,7500
# x [m], y [m], z [m], rho [kg/m3], u [m/s], v [m/s], w [m/s], E [J/kg], s [J/(kg·K)], P [Pa], T [K], sos [m/s]
-0.006625550537411362,-0.016666666666666666,-0.005,261.27507878266704,42.56543521466872,-0.0085462181039138,0.0,262231.358846991,6291.063733682722,19732292.487640038,399.762096360824,312.0083624041887
-0.006625550537411362,-0.016666666666666666,0.005,261.5349854650035,42.56543521466872,-7.61245473764721e-05,0.0,262388.2792529562,6291.268337091059,19763779.5597756,400.00214510038086,312.1020255786513
-0.006625550537411362,-0.016666666666666666,0.015,261.27507878266704,42.56543521466872,-0.0085462181039138,0.0,262231.358846991,6291.063733682722,19732292.487640038,399.762096360824,312.0083624041887
-0.006625550537411362,0.016666666666666666,-0.005,261.53498546500344,42.56543521466872,-0.025537053960227367,0.0,262388.2792529562,6291.268336275895,19763779.53513023,400.00214460157946,312.10202538405616
-0.006625550537411362,0.016666666666666666,0.005,262.31470551201267,42.56543521466871,-0.025537053960227367,0.0,262857.1749476213,6291.877197070763,19858240.743191622,400.7194368721607,312.3817340080921
-0.006625550537411362,0.016666666666666666,0.015,261.53498546500344,42.56543521466872,-0.025537053960227367,0.0,262388.2792529562,6291.268336275895,19763779.53513023,400.00214460157946,312.10202538405616
-0.006625550537411362,0.05,-0.005,261.56173036487485,42.38213024422941,-0.07122934738175832,0.0,262380.48562171357,6291.248990960864,19765800.005642727,400.0021290188097,312.1020193048212
-0.006625550537411362,0.05,0.005,262.3580574308477,42.382130244229415,-0.07122934738175833,0.0,262836.28142995975,6291.813256323055,19860529.043388836,400.69938176379776,312.37391690797534
-0.006625550537411362,0.05,0.015,261.56173036487485,42.38213024422941,-0.07122934738175832,0.0,262380.48562171357,6291.248990960864,19765800.005642727,400.0021290188097,312.1020193048212
-0.006625550537411362,0.08333333333333333,-0.005,261.5894903977956,42.19018221287071,-0.10894476853285219,0.0,262372.3313596182,6291.228837962444,19767894.834175963,400.0020664286716,312.1019948868146
-0.006625550537411362,0.08333333333333333,0.005,262.39014669754056,42.19018221287072,-0.1089447685328522,0.0,262812.3726226448,6291.750725918298,19861760.8342433,400.6752186889653,312.3644983407577
-0.006625550537411362,0.08333333333333333,0.015,261.5894903977956,42.19018221287071,-0.10894476853285219,0.0,262372.3313596182,6291.228837962444,19767894.834175963,400.0020664286716,312.1019948868146
-0.006625550537411362,0.11666666666666667,-0.005,261.6180111590429,41.9913402168859,-0.14138705643062835,0.0,262363.8991431075,6291.208073156553,19770045.157594215,400.0019641402227,312.10195498148204
