# Time [s], Iter[-]
0.1317269033787704,655000
# x [m], y [m], z [m], rho [kg/m3], u [m/s], v [m/s], w [m/s], E [J/kg], s [J/(kg·K)], P [Pa], T [K], sos [m/s]
-0.027019854828380728,-0.003997325897216796,-0.005,80.55019495147052,148.65599036021243,4.154163012833156e-07,0.0,448356.882407081,7654.879453376,14090084.352976372,589.3633162696673,494.86588605032387
-0.027019854828380728,-0.003997325897216796,0.005,80.55020200038851,148.65599036021243,1.2462484681283834e-06,0.0,448356.8976769472,7654.879453342798,14090086.076539624,589.3633368490017,494.86589469016474
-0.027019854828380728,-0.003997325897216796,0.015,80.55019495147052,148.65599036021243,4.154163012833156e-07,0.0,448356.882407081,7654.879453376,14090084.352976372,589.3633162696673,494.86588605032387
-0.027019854828380728,0.003997325897216796,-0.005,80.55020200038851,148.65599036021243,3.2679114403363507e-13,0.0,448356.8976769472,7654.879453342798,14090086.076539624,589.3633368490017,494.86589469016474
-0.027019854828380728,0.003997325897216796,0.005,80.55022314714246,148.65599036021243,1.2462484681283832e-06,0.0,448356.9434865294,7654.879453243174,14090091.247229362,589.3633985869832,494.8659206096771
-0.027019854828380728,0.003997325897216796,0.015,80.55020200038851,148.65599036021243,3.2679114403363507e-13,0.0,448356.8976769472,7654.879453342798,14090086.076539624,589.3633368490017,494.86589469016474
-0.027019854828380728,0.012529850006103516,-0.005,80.55020193240165,148.65599296250898,9.979345497616714e-13,0.0,448356.89791490865,7654.879453342011,14090086.059787115,589.3633366483474,494.8658946059238
-0.027019854828380728,0.012529850006103516,0.005,80.5502230201136,148.655992962509,3.816319072230327e-06,0.0,448356.94359705586,7654.879453242384,14090091.216106053,589.3633982145835,494.8659204533322
-0.027019854828380728,0.012529850006103516,0.015,80.55020193240165,148.65599296250898,9.979345497616714e-13,0.0,448356.89791490865,7654.879453342011,14090086.059787115,589.3633366483474,494.8658946059238
-0.027019854828380728,0.02176046371459961,-0.005,80.55020186789005,148.65599555989309,1.7234340065990922e-12,0.0,448356.8981604141,7654.879453341128,14090086.043972295,589.3633364588443,494.86589452636457
-0.027019854828380728,0.02176046371459961,0.005,80.55022289332456,148.6559955598931,6.6103322090924955e-06,0.0,448356.9437073749,7654.8794532416005,14090091.185041498,589.3633978428885,494.8659202972832
-0.027019854828380728,0.02176046371459961,0.015,80.55020186789005,148.65599555989309,1.7234340065990922e-12,0.0,448356.8981604141,7654.879453341128,14090086.043972295,589.3633364588443,494.86589452636457
-0.027019854828380728,0.03166627883911133,-0.005,80.5502018221074,148.6559976391905,2.5063710060679915e-12,0.0,448356.8983697854,7654.879453340606,14090086.03275061,589.363336324439,494.8658944699371
-0.027019854828380728,0.03166627883911133,0.005,80.55022279182546,148.6559976391905,9.63890553356329e-06,0.0,448356.9437956892,7654.879453240973,14090091.160173232,589.3633975453337,494.86592017236046
-0.027019854828380728,0.03166627883911133,0.015,80.5502018221074,148.6559976391905,2.5063710060679915e-12,0.0,448356.8983697854,7654.879453340606,14090086.03275061,589.363336324439,494.8658944699371
